# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
S.CEREALE.LO7.r2.1RG00011460	S.CEREALE.LO7.r2.1RG00011460	S.CEREALE.LO7.r2.1RG00011460.1	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.1RG00011550	S.CEREALE.LO7.r2.1RG00011550	S.CEREALE.LO7.r2.1RG00011550.1	protein_coding	0	3	3	3	0	0	0	0	0	4	3	0	0	1	0	0	0	0	2	0
S.CEREALE.LO7.r2.1RG00011560	S.CEREALE.LO7.r2.1RG00011560	S.CEREALE.LO7.r2.1RG00011560.1	protein_coding	0	0	0	9	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.1RG00011570	S.CEREALE.LO7.r2.1RG00011570	S.CEREALE.LO7.r2.1RG00011570.1	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.1RG00011580	S.CEREALE.LO7.r2.1RG00011580	S.CEREALE.LO7.r2.1RG00011580.1	protein_coding	0	4	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0
S.CEREALE.LO7.r2.1RG00011600	S.CEREALE.LO7.r2.1RG00011600	S.CEREALE.LO7.r2.1RG00011600.1	protein_coding	0	0	0	8	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.1RG00011620	S.CEREALE.LO7.r2.1RG00011620	S.CEREALE.LO7.r2.1RG00011620.1	protein_coding	0	0	0	8	5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.1RG00011630	S.CEREALE.LO7.r2.1RG00011630	S.CEREALE.LO7.r2.1RG00011630.1	protein_coding	0	3	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	3	0
S.CEREALE.LO7.r2.1RG00011640	S.CEREALE.LO7.r2.1RG00011640	S.CEREALE.LO7.r2.1RG00011640.1	protein_coding	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.1RG00011650	S.CEREALE.LO7.r2.1RG00011650	S.CEREALE.LO7.r2.1RG00011650.1	protein_coding	0	1	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0
S.CEREALE.LO7.r2.1RG00011690	S.CEREALE.LO7.r2.1RG00011690	S.CEREALE.LO7.r2.1RG00011690.1	protein_coding	0	1	0	14	0	0	0	11	0	3	0	0	0	0	0	0	0	0	1	0
S.CEREALE.LO7.r2.1RG00011700	S.CEREALE.LO7.r2.1RG00011700	S.CEREALE.LO7.r2.1RG00011700.1	protein_coding	0	3	1	11	0	0	0	0	0	7	1	0	0	0	0	0	0	0	3	4
S.CEREALE.LO7.r2.1RG00011710	S.CEREALE.LO7.r2.1RG00011710	S.CEREALE.LO7.r2.1RG00011710.1	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
S.CEREALE.LO7.r2.1RG00011840	S.CEREALE.LO7.r2.1RG00011840	S.CEREALE.LO7.r2.1RG00011840.1	protein_coding	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0
S.CEREALE.LO7.r2.1RG00012070	S.CEREALE.LO7.r2.1RG00012070	S.CEREALE.LO7.r2.1RG00012070.1	protein_coding	0	1	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1
S.CEREALE.LO7.r2.1RG00012110	S.CEREALE.LO7.r2.1RG00012110	S.CEREALE.LO7.r2.1RG00012110.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
S.CEREALE.LO7.r2.1RG00012120	S.CEREALE.LO7.r2.1RG00012120	S.CEREALE.LO7.r2.1RG00012120.1	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
S.CEREALE.LO7.r2.1RG00012190	S.CEREALE.LO7.r2.1RG00012190	S.CEREALE.LO7.r2.1RG00012190.1	protein_coding	0	2	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0
S.CEREALE.LO7.r2.1RG00012200	S.CEREALE.LO7.r2.1RG00012200	S.CEREALE.LO7.r2.1RG00012200.1	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.1RG00012310	S.CEREALE.LO7.r2.1RG00012310	S.CEREALE.LO7.r2.1RG00012310.1	protein_coding	0	1	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0
S.CEREALE.LO7.r2.1RG00012330	S.CEREALE.LO7.r2.1RG00012330	S.CEREALE.LO7.r2.1RG00012330.1	protein_coding	0	0	0	7	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2
S.CEREALE.LO7.r2.1RG00012340	S.CEREALE.LO7.r2.1RG00012340	S.CEREALE.LO7.r2.1RG00012340.1	protein_coding	0	1	0	7	0	1	2	5	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.1RG00012350	S.CEREALE.LO7.r2.1RG00012350	S.CEREALE.LO7.r2.1RG00012350.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.1RG00012840	S.CEREALE.LO7.r2.1RG00012840	S.CEREALE.LO7.r2.1RG00012840.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.1RG00012850	S.CEREALE.LO7.r2.1RG00012850	S.CEREALE.LO7.r2.1RG00012850.1	protein_coding	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
S.CEREALE.LO7.r2.1RG00012900	S.CEREALE.LO7.r2.1RG00012900	S.CEREALE.LO7.r2.1RG00012900.1	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
S.CEREALE.LO7.r2.1RG00013240	S.CEREALE.LO7.r2.1RG00013240	S.CEREALE.LO7.r2.1RG00013240.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.1RG00013250	S.CEREALE.LO7.r2.1RG00013250	S.CEREALE.LO7.r2.1RG00013250.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
S.CEREALE.LO7.r2.1RG00013260	S.CEREALE.LO7.r2.1RG00013260	S.CEREALE.LO7.r2.1RG00013260.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.1RG00013260	S.CEREALE.LO7.r2.1RG00013260	S.CEREALE.LO7.r2.1RG00013260.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.1RG00013330	S.CEREALE.LO7.r2.1RG00013330	S.CEREALE.LO7.r2.1RG00013330.1	protein_coding	0	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0
S.CEREALE.LO7.r2.1RG00013340	S.CEREALE.LO7.r2.1RG00013340	S.CEREALE.LO7.r2.1RG00013340.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
S.CEREALE.LO7.r2.1RG00013440	S.CEREALE.LO7.r2.1RG00013440	S.CEREALE.LO7.r2.1RG00013440.1	protein_coding	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.1RG00013450	S.CEREALE.LO7.r2.1RG00013450	S.CEREALE.LO7.r2.1RG00013450.1	protein_coding	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
S.CEREALE.LO7.r2.1RG00013460	S.CEREALE.LO7.r2.1RG00013460	S.CEREALE.LO7.r2.1RG00013460.1	protein_coding	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.1RG00013470	S.CEREALE.LO7.r2.1RG00013470	S.CEREALE.LO7.r2.1RG00013470.1	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.1RG00013530	S.CEREALE.LO7.r2.1RG00013530	S.CEREALE.LO7.r2.1RG00013530.1	protein_coding	0	5	2	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	5
S.CEREALE.LO7.r2.1RG00013540	S.CEREALE.LO7.r2.1RG00013540	S.CEREALE.LO7.r2.1RG00013540.1	protein_coding	0	3	2	6	0	0	0	6	0	0	2	0	0	0	0	0	0	0	3	0
S.CEREALE.LO7.r2.1RG00013740	S.CEREALE.LO7.r2.1RG00013740	S.CEREALE.LO7.r2.1RG00013740.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
S.CEREALE.LO7.r2.1RG00013750	S.CEREALE.LO7.r2.1RG00013750	S.CEREALE.LO7.r2.1RG00013750.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
S.CEREALE.LO7.r2.1RG00013800	S.CEREALE.LO7.r2.1RG00013800	S.CEREALE.LO7.r2.1RG00013800.1	protein_coding	0	5	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0
S.CEREALE.LO7.r2.1RG00013810	S.CEREALE.LO7.r2.1RG00013810	S.CEREALE.LO7.r2.1RG00013810.1	protein_coding	0	3	0	4	0	0	4	0	0	0	0	0	0	1	0	0	0	0	2	0
S.CEREALE.LO7.r2.1RG00013820	S.CEREALE.LO7.r2.1RG00013820	S.CEREALE.LO7.r2.1RG00013820.1	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
S.CEREALE.LO7.r2.1RG00013830	S.CEREALE.LO7.r2.1RG00013830	S.CEREALE.LO7.r2.1RG00013830.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
S.CEREALE.LO7.r2.1RG00013980	S.CEREALE.LO7.r2.1RG00013980	S.CEREALE.LO7.r2.1RG00013980.1	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.1RG00014080	S.CEREALE.LO7.r2.1RG00014080	S.CEREALE.LO7.r2.1RG00014080.1	protein_coding	0	1	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0
S.CEREALE.LO7.r2.1RG00014090	S.CEREALE.LO7.r2.1RG00014090	S.CEREALE.LO7.r2.1RG00014090.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
S.CEREALE.LO7.r2.1RG00014110	S.CEREALE.LO7.r2.1RG00014110	S.CEREALE.LO7.r2.1RG00014110.1	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.1RG00014270	S.CEREALE.LO7.r2.1RG00014270	S.CEREALE.LO7.r2.1RG00014270.1	protein_coding	0	0	0	9	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.1RG00014280	S.CEREALE.LO7.r2.1RG00014280	S.CEREALE.LO7.r2.1RG00014280.1	protein_coding	0	4	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	4	0
S.CEREALE.LO7.r2.1RG00014420	S.CEREALE.LO7.r2.1RG00014420	S.CEREALE.LO7.r2.1RG00014420.1	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
S.CEREALE.LO7.r2.1RG00014420	S.CEREALE.LO7.r2.1RG00014420	S.CEREALE.LO7.r2.1RG00014420.2	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
S.CEREALE.LO7.r2.1RG00014420	S.CEREALE.LO7.r2.1RG00014420	S.CEREALE.LO7.r2.1RG00014420.3	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
S.CEREALE.LO7.r2.1RG00014500	S.CEREALE.LO7.r2.1RG00014500	S.CEREALE.LO7.r2.1RG00014500.1	protein_coding	0	6	3	2	0	2	2	0	0	0	3	0	0	0	0	0	0	0	4	0
S.CEREALE.LO7.r2.1RG00014510	S.CEREALE.LO7.r2.1RG00014510	S.CEREALE.LO7.r2.1RG00014510.1	protein_coding	0	2	0	3	0	1	2	0	0	1	0	0	0	1	0	0	0	0	0	0
S.CEREALE.LO7.r2.1RG00014520	S.CEREALE.LO7.r2.1RG00014520	S.CEREALE.LO7.r2.1RG00014520.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
S.CEREALE.LO7.r2.1RG00014540	S.CEREALE.LO7.r2.1RG00014540	S.CEREALE.LO7.r2.1RG00014540.1	protein_coding	0	3	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0
S.CEREALE.LO7.r2.1RG00014550	S.CEREALE.LO7.r2.1RG00014550	S.CEREALE.LO7.r2.1RG00014550.1	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.1RG00014570	S.CEREALE.LO7.r2.1RG00014570	S.CEREALE.LO7.r2.1RG00014570.1	protein_coding	0	0	0	8	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.1RG00014580	S.CEREALE.LO7.r2.1RG00014580	S.CEREALE.LO7.r2.1RG00014580.1	protein_coding	0	3	1	4	0	0	0	0	0	5	1	0	0	1	0	0	0	0	2	0
S.CEREALE.LO7.r2.1RG00014580	S.CEREALE.LO7.r2.1RG00014580	S.CEREALE.LO7.r2.1RG00014580.2	protein_coding	0	4	1	3	0	0	0	0	0	5	1	0	0	2	0	0	0	0	2	0
S.CEREALE.LO7.r2.1RG00014590	S.CEREALE.LO7.r2.1RG00014590	S.CEREALE.LO7.r2.1RG00014590.1	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
S.CEREALE.LO7.r2.1RG00014700	S.CEREALE.LO7.r2.1RG00014700	S.CEREALE.LO7.r2.1RG00014700.1	protein_coding	0	3	2	4	0	0	0	0	0	4	2	0	0	0	0	0	0	0	3	0
S.CEREALE.LO7.r2.1RG00014700	S.CEREALE.LO7.r2.1RG00014700	S.CEREALE.LO7.r2.1RG00014700.2	protein_coding	0	3	2	4	0	0	0	0	0	4	2	0	0	0	0	0	0	0	3	0
S.CEREALE.LO7.r2.1RG00014730	S.CEREALE.LO7.r2.1RG00014730	S.CEREALE.LO7.r2.1RG00014730.1	protein_coding	0	8	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	8	0
S.CEREALE.LO7.r2.1RG00014790	S.CEREALE.LO7.r2.1RG00014790	S.CEREALE.LO7.r2.1RG00014790.1	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.1RG00014800	S.CEREALE.LO7.r2.1RG00014800	S.CEREALE.LO7.r2.1RG00014800.1	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
S.CEREALE.LO7.r2.1RG00014800	S.CEREALE.LO7.r2.1RG00014800	S.CEREALE.LO7.r2.1RG00014800.2	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
S.CEREALE.LO7.r2.1RG00014820	S.CEREALE.LO7.r2.1RG00014820	S.CEREALE.LO7.r2.1RG00014820.1	protein_coding	0	3	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0
S.CEREALE.LO7.r2.1RG00014900	S.CEREALE.LO7.r2.1RG00014900	S.CEREALE.LO7.r2.1RG00014900.1	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.1RG00014910	S.CEREALE.LO7.r2.1RG00014910	S.CEREALE.LO7.r2.1RG00014910.1	protein_coding	0	4	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	4	0
S.CEREALE.LO7.r2.1RG00014910	S.CEREALE.LO7.r2.1RG00014910	S.CEREALE.LO7.r2.1RG00014910.2	protein_coding	0	4	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	4	0
S.CEREALE.LO7.r2.1RG00014920	S.CEREALE.LO7.r2.1RG00014920	S.CEREALE.LO7.r2.1RG00014920.1	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.1RG00014930	S.CEREALE.LO7.r2.1RG00014930	S.CEREALE.LO7.r2.1RG00014930.1	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.1RG00014940	S.CEREALE.LO7.r2.1RG00014940	S.CEREALE.LO7.r2.1RG00014940.1	protein_coding	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
S.CEREALE.LO7.r2.1RG00015020	S.CEREALE.LO7.r2.1RG00015020	S.CEREALE.LO7.r2.1RG00015020.1	protein_coding	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.1RG00015040	S.CEREALE.LO7.r2.1RG00015040	S.CEREALE.LO7.r2.1RG00015040.1	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.1RG00015620	S.CEREALE.LO7.r2.1RG00015620	S.CEREALE.LO7.r2.1RG00015620.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
S.CEREALE.LO7.r2.1RG00015650	S.CEREALE.LO7.r2.1RG00015650	S.CEREALE.LO7.r2.1RG00015650.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
S.CEREALE.LO7.r2.1RG00015670	S.CEREALE.LO7.r2.1RG00015670	S.CEREALE.LO7.r2.1RG00015670.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
S.CEREALE.LO7.r2.1RG00015680	S.CEREALE.LO7.r2.1RG00015680	S.CEREALE.LO7.r2.1RG00015680.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
S.CEREALE.LO7.r2.1RG00015880	S.CEREALE.LO7.r2.1RG00015880	S.CEREALE.LO7.r2.1RG00015880.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
S.CEREALE.LO7.r2.1RG00015890	S.CEREALE.LO7.r2.1RG00015890	S.CEREALE.LO7.r2.1RG00015890.1	protein_coding	0	1	0	3	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0
S.CEREALE.LO7.r2.1RG00015890	S.CEREALE.LO7.r2.1RG00015890	S.CEREALE.LO7.r2.1RG00015890.2	protein_coding	0	1	0	3	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0
S.CEREALE.LO7.r2.1RG00015890	S.CEREALE.LO7.r2.1RG00015890	S.CEREALE.LO7.r2.1RG00015890.3	protein_coding	0	1	0	3	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0
S.CEREALE.LO7.r2.1RG00015940	S.CEREALE.LO7.r2.1RG00015940	S.CEREALE.LO7.r2.1RG00015940.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.1RG00015940	S.CEREALE.LO7.r2.1RG00015940	S.CEREALE.LO7.r2.1RG00015940.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.1RG00015960	S.CEREALE.LO7.r2.1RG00015960	S.CEREALE.LO7.r2.1RG00015960.1	protein_coding	0	1	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0
S.CEREALE.LO7.r2.1RG00015970	S.CEREALE.LO7.r2.1RG00015970	S.CEREALE.LO7.r2.1RG00015970.1	protein_coding	0	0	0	6	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3
S.CEREALE.LO7.r2.1RG00015980	S.CEREALE.LO7.r2.1RG00015980	S.CEREALE.LO7.r2.1RG00015980.1	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.1RG00015990	S.CEREALE.LO7.r2.1RG00015990	S.CEREALE.LO7.r2.1RG00015990.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
S.CEREALE.LO7.r2.1RG00016000	S.CEREALE.LO7.r2.1RG00016000	S.CEREALE.LO7.r2.1RG00016000.1	protein_coding	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0
S.CEREALE.LO7.r2.1RG00016110	S.CEREALE.LO7.r2.1RG00016110	S.CEREALE.LO7.r2.1RG00016110.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.1RG00016120	S.CEREALE.LO7.r2.1RG00016120	S.CEREALE.LO7.r2.1RG00016120.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
S.CEREALE.LO7.r2.1RG00016220	S.CEREALE.LO7.r2.1RG00016220	S.CEREALE.LO7.r2.1RG00016220.1	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.1RG00016220	S.CEREALE.LO7.r2.1RG00016220	S.CEREALE.LO7.r2.1RG00016220.2	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.1RG00016220	S.CEREALE.LO7.r2.1RG00016220	S.CEREALE.LO7.r2.1RG00016220.3	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.1RG00016220	S.CEREALE.LO7.r2.1RG00016220	S.CEREALE.LO7.r2.1RG00016220.4	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.1RG00016230	S.CEREALE.LO7.r2.1RG00016230	S.CEREALE.LO7.r2.1RG00016230.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.1RG00016230	S.CEREALE.LO7.r2.1RG00016230	S.CEREALE.LO7.r2.1RG00016230.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.1RG00016240	S.CEREALE.LO7.r2.1RG00016240	S.CEREALE.LO7.r2.1RG00016240.1	protein_coding	0	3	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0
S.CEREALE.LO7.r2.1RG00016250	S.CEREALE.LO7.r2.1RG00016250	S.CEREALE.LO7.r2.1RG00016250.1	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.1RG00016260	S.CEREALE.LO7.r2.1RG00016260	S.CEREALE.LO7.r2.1RG00016260.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
S.CEREALE.LO7.r2.1RG00016270	S.CEREALE.LO7.r2.1RG00016270	S.CEREALE.LO7.r2.1RG00016270.1	protein_coding	0	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0
S.CEREALE.LO7.r2.1RG00016290	S.CEREALE.LO7.r2.1RG00016290	S.CEREALE.LO7.r2.1RG00016290.1	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.1RG00016300	S.CEREALE.LO7.r2.1RG00016300	S.CEREALE.LO7.r2.1RG00016300.1	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.1RG00016320	S.CEREALE.LO7.r2.1RG00016320	S.CEREALE.LO7.r2.1RG00016320.1	protein_coding	0	5	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	0
S.CEREALE.LO7.r2.1RG00016350	S.CEREALE.LO7.r2.1RG00016350	S.CEREALE.LO7.r2.1RG00016350.1	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.1RG00016360	S.CEREALE.LO7.r2.1RG00016360	S.CEREALE.LO7.r2.1RG00016360.1	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
S.CEREALE.LO7.r2.1RG00016430	S.CEREALE.LO7.r2.1RG00016430	S.CEREALE.LO7.r2.1RG00016430.1	protein_coding	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
S.CEREALE.LO7.r2.1RG00016440	S.CEREALE.LO7.r2.1RG00016440	S.CEREALE.LO7.r2.1RG00016440.1	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.1RG00016450	S.CEREALE.LO7.r2.1RG00016450	S.CEREALE.LO7.r2.1RG00016450.1	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.1RG00016460	S.CEREALE.LO7.r2.1RG00016460	S.CEREALE.LO7.r2.1RG00016460.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
S.CEREALE.LO7.r2.1RG00016490	S.CEREALE.LO7.r2.1RG00016490	S.CEREALE.LO7.r2.1RG00016490.1	protein_coding	0	2	1	2	0	0	0	1	0	1	1	0	0	0	0	0	0	0	2	0
S.CEREALE.LO7.r2.1RG00016490	S.CEREALE.LO7.r2.1RG00016490	S.CEREALE.LO7.r2.1RG00016490.2	protein_coding	0	2	1	2	0	0	0	1	0	1	1	0	0	0	0	0	0	0	2	0
S.CEREALE.LO7.r2.1RG00016490	S.CEREALE.LO7.r2.1RG00016490	S.CEREALE.LO7.r2.1RG00016490.3	protein_coding	0	2	1	2	0	0	0	1	0	1	1	0	0	0	0	0	0	0	2	0
S.CEREALE.LO7.r2.1RG00016500	S.CEREALE.LO7.r2.1RG00016500	S.CEREALE.LO7.r2.1RG00016500.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
S.CEREALE.LO7.r2.1RG00016500	S.CEREALE.LO7.r2.1RG00016500	S.CEREALE.LO7.r2.1RG00016500.2	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
S.CEREALE.LO7.r2.1RG00016500	S.CEREALE.LO7.r2.1RG00016500	S.CEREALE.LO7.r2.1RG00016500.3	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
